"id"	"governement_work"	"occupation"	"capital_gain"	"capital_loss"	"hours_per_week"
"1087"	825	"Self emp not inc"	"Farming fishing"	0	0	40
"1088"	828	"Private"	"Sales"	0	1092	40
"1089"	831	"Private"	"Adm clerical"	0	0	40
"1090"	833	"State gov"	"Adm clerical"	0	0	40
"1091"	836	"Local gov"	"Prof specialty"	0	0	40
"1092"	839	"State gov"	"Prof specialty"	2885	0	40
"1093"	840	"Private"	"Handlers cleaners"	0	0	40
"1094"	843	"Private"	"Machine op inspct"	0	0	40
"1095"	844	"Private"	"Other service"	0	0	40
"1096"	845	"Private"	"Priv house serv"	0	0	40
"1097"	847	NA	NA	0	1602	40
"1098"	851	"Private"	"Sales"	15024	0	40
"1099"	853	"Private"	"Sales"	0	0	40
"1100"	854	"Private"	"Machine op inspct"	0	0	40
"1101"	855	"Private"	"Craft repair"	0	0	40
"1102"	858	"Private"	"Exec managerial"	0	0	40
"1103"	859	"Self emp inc"	"Prof specialty"	0	0	40
"1104"	862	"Private"	"Protective serv"	0	0	40
"1105"	865	"Private"	"Sales"	0	0	40
"1106"	866	"Private"	"Adm clerical"	0	0	40
"1107"	868	"Local gov"	"Protective serv"	0	0	40
"1108"	876	"Private"	"Craft repair"	0	0	40
"1109"	880	"Private"	"Machine op inspct"	0	0	40
"1110"	881	"Private"	"Machine op inspct"	0	0	40
"1111"	884	"Private"	"Adm clerical"	0	0	40
"1112"	886	"Private"	"Machine op inspct"	0	0	40
"1113"	887	"Self emp not inc"	"Handlers cleaners"	0	0	40
"1114"	888	"Private"	"Adm clerical"	0	0	40
"1115"	889	"Private"	"Sales"	0	0	40
"1116"	891	"Private"	"Adm clerical"	0	0	40
"1117"	893	"Self emp not inc"	"Craft repair"	0	0	40
"1118"	895	"Private"	"Adm clerical"	0	0	40
"1119"	896	"Self emp not inc"	"Exec managerial"	0	0	40
"1120"	897	"Private"	"Other service"	0	0	40
"1121"	899	"Local gov"	"Other service"	0	0	40
"1122"	900	"Private"	"Machine op inspct"	3103	0	40
"1123"	902	"Private"	"Exec managerial"	0	0	40
"1124"	903	"Private"	"Other service"	0	0	40
"1125"	906	"Private"	"Prof specialty"	0	0	40
"1126"	907	"Private"	"Adm clerical"	0	0	40
"1127"	912	"Private"	"Prof specialty"	99999	0	40
"1128"	916	"Private"	"Transport moving"	0	0	40
"1129"	917	"Private"	"Prof specialty"	0	0	40
"1130"	918	"Private"	"Other service"	0	0	40
"1131"	920	"Private"	"Machine op inspct"	0	0	40
"1132"	921	"Private"	"Other service"	0	0	40
"1133"	922	NA	NA	0	0	40
"1134"	924	"Private"	"Craft repair"	0	0	40
"1135"	925	"Private"	"Other service"	0	0	40
"1136"	930	"Private"	"Transport moving"	0	0	40
"1137"	931	"Private"	"Craft repair"	3103	0	40
"1138"	938	"Private"	"Craft repair"	0	0	40
"1139"	939	"Private"	"Machine op inspct"	4508	0	40
"1140"	940	"Private"	"Craft repair"	0	0	40
"1141"	941	"Private"	"Machine op inspct"	0	0	40
"1142"	945	"Local gov"	"Farming fishing"	0	0	40
"1143"	947	"Private"	"Prof specialty"	7298	0	40
"1144"	948	NA	NA	0	0	40
"1145"	949	"Private"	"Farming fishing"	0	0	40
"1146"	950	"Private"	"Adm clerical"	0	213	40
"1147"	953	NA	NA	0	0	40
"1148"	958	"State gov"	"Protective serv"	0	1590	40
"1149"	959	NA	NA	0	0	40
"1150"	961	"Local gov"	"Adm clerical"	0	0	40
"1151"	962	"Private"	"Other service"	0	0	40
"1152"	964	"Private"	"Tech support"	0	1564	40
"1153"	966	"Private"	"Other service"	0	0	40
"1154"	967	"Private"	"Handlers cleaners"	0	0	40
"1155"	970	"Private"	"Craft repair"	0	0	40
"1156"	972	"Private"	"Adm clerical"	0	0	40
"1157"	973	"Private"	"Adm clerical"	0	0	40
"1158"	974	"Private"	"Craft repair"	0	0	40
"1159"	976	"Private"	"Craft repair"	5013	0	40
"1160"	977	"Local gov"	"Prof specialty"	0	0	40
"1161"	978	"Private"	"Transport moving"	0	0	40
"1162"	979	"Private"	"Other service"	0	0	40
"1163"	980	"Private"	"Farming fishing"	0	0	40
"1164"	982	"Private"	"Other service"	4064	0	40
"1165"	983	"Local gov"	"Transport moving"	3411	0	40
"1166"	984	"Private"	"Craft repair"	0	0	40
"1167"	985	"Private"	"Machine op inspct"	0	0	40
"1168"	986	"Self emp inc"	"Adm clerical"	0	0	40
"1169"	988	"State gov"	"Other service"	0	0	40
"1170"	989	"Private"	"Farming fishing"	0	0	40
"1171"	990	"Federal gov"	"Adm clerical"	7298	0	40
"1172"	991	"Private"	"Craft repair"	0	0	40
"1173"	994	"Private"	"Machine op inspct"	0	0	40
"1174"	995	"Private"	"Exec managerial"	0	0	40
"1175"	997	"Self emp not inc"	"Prof specialty"	0	0	40
"1176"	1000	"Private"	"Craft repair"	0	0	40
"1177"	1002	"Private"	"Craft repair"	0	1887	40
"1178"	1003	"Private"	"Machine op inspct"	0	0	40
"1179"	1006	"Private"	"Other service"	0	0	40
"1180"	1007	"Private"	"Other service"	0	0	40
"1181"	1008	"Private"	"Handlers cleaners"	0	0	40
"1182"	1010	"Private"	"Handlers cleaners"	0	0	40
"1183"	1011	"Private"	"Handlers cleaners"	0	0	40
"1184"	1013	"Private"	"Machine op inspct"	0	0	40
"1185"	1014	"Private"	"Other service"	0	0	40
"1186"	1016	"Private"	"Machine op inspct"	0	0	40
"1187"	1017	"Local gov"	"Prof specialty"	0	0	40
"1188"	1022	"Private"	"Machine op inspct"	0	0	40
"1189"	1024	"Private"	"Other service"	0	0	40
"1190"	1026	"Private"	"Craft repair"	0	0	40
"1191"	1027	"Private"	"Craft repair"	0	0	40
"1192"	1028	"Private"	"Craft repair"	0	0	40
"1193"	1029	"Private"	"Craft repair"	0	0	40
"1194"	1031	"Private"	"Craft repair"	0	0	40
"1195"	1033	"Private"	"Machine op inspct"	0	0	40
"1196"	1034	"Private"	"Craft repair"	7688	0	40
"1197"	1035	"Private"	"Tech support"	0	0	40
"1198"	1040	"Private"	"Craft repair"	0	0	40
"1199"	1041	"Private"	"Adm clerical"	0	0	40
"1200"	1042	"Private"	"Machine op inspct"	0	0	40
"1201"	1044	"Private"	"Handlers cleaners"	0	0	40
"1202"	1045	"Local gov"	"Transport moving"	0	1848	40
"1203"	1046	"Private"	"Other service"	0	0	40
"1204"	1052	"Private"	"Handlers cleaners"	0	0	40
"1205"	1053	"Private"	"Craft repair"	0	0	40
"1206"	1054	"Local gov"	"Other service"	0	0	40
"1207"	1057	"Private"	"Exec managerial"	0	0	40
"1208"	1058	"Self emp not inc"	"Exec managerial"	0	0	40
"1209"	1059	"Private"	"Sales"	0	0	40
"1210"	1060	"Federal gov"	"Prof specialty"	0	1902	40
"1211"	1067	"Private"	"Craft repair"	0	0	40
"1212"	1068	"Private"	"Other service"	0	0	40
"1213"	1069	"Private"	"Craft repair"	0	0	40
"1214"	1070	"Private"	"Exec managerial"	7298	0	40
"1215"	1071	"Private"	"Craft repair"	0	0	40
"1216"	1075	"Private"	"Craft repair"	0	0	40
"1217"	1076	"Private"	"Machine op inspct"	0	0	40
"1218"	1078	"Private"	"Other service"	0	0	40
"1219"	1080	"Private"	"Prof specialty"	0	0	40
"1220"	1081	"Private"	"Adm clerical"	0	0	40
"1221"	1084	"Private"	"Machine op inspct"	0	0	40
"1222"	1085	"Private"	"Other service"	0	0	40
"1223"	1086	"Private"	"Other service"	0	0	40
"1224"	1087	"Private"	"Other service"	0	0	40
"1225"	1088	"Local gov"	"Craft repair"	0	0	40
"1226"	1089	"Private"	"Machine op inspct"	0	0	40
"1227"	1090	"Private"	"Machine op inspct"	0	0	40
"1228"	1091	"Private"	"Sales"	0	0	40
"1229"	1092	"Private"	"Machine op inspct"	0	0	40
"1230"	1094	"Private"	"Sales"	0	0	40
"1231"	1095	"Private"	"Machine op inspct"	0	0	40
"1232"	1096	NA	NA	0	0	40
"1233"	1098	"Private"	"Priv house serv"	0	0	40
"1234"	1099	"Self emp not inc"	"Farming fishing"	0	0	40
"1235"	1101	"Private"	"Prof specialty"	0	0	40
"1236"	1102	"Private"	"Adm clerical"	2907	0	40
"1237"	1104	"Private"	"Machine op inspct"	5556	0	40
"1238"	1108	"Private"	"Exec managerial"	0	0	40
"1239"	1110	"Private"	"Other service"	0	0	40
"1240"	1111	"Private"	"Tech support"	0	0	40
"1241"	1112	"Private"	"Craft repair"	0	0	40
"1242"	1116	"Private"	"Tech support"	0	1887	40
"1243"	1119	"Private"	"Craft repair"	0	0	40
"1244"	1120	"Local gov"	"Handlers cleaners"	0	0	40
"1245"	1123	"Private"	"Machine op inspct"	0	0	40
"1246"	1125	NA	NA	0	0	40
"1247"	1126	"Private"	"Prof specialty"	0	0	40
"1248"	1127	"Private"	"Exec managerial"	0	0	40
"1249"	1128	"Private"	"Handlers cleaners"	0	0	40
"1250"	1129	"Private"	"Adm clerical"	0	0	40
"1251"	1130	"Private"	"Machine op inspct"	0	0	40
"1252"	1132	"Self emp not inc"	"Prof specialty"	0	0	40
"1253"	1133	"Private"	"Handlers cleaners"	0	0	40
"1254"	1135	"Private"	"Other service"	0	0	40
"1255"	1136	"Private"	"Machine op inspct"	0	0	40
"1256"	1138	"Private"	"Craft repair"	0	0	40
"1257"	1139	"Private"	"Exec managerial"	3103	0	40
"1258"	1140	"Private"	"Machine op inspct"	0	0	40
"1259"	1142	"Private"	"Exec managerial"	0	0	40
"1260"	1144	"Private"	"Other service"	0	0	40
"1261"	1148	"Private"	"Adm clerical"	0	0	40
"1262"	1151	"Private"	"Craft repair"	0	0	40
"1263"	1153	"Self emp not inc"	"Craft repair"	0	0	40
"1264"	1154	"Private"	"Transport moving"	0	0	40
"1265"	1155	"Private"	"Other service"	0	0	40
"1266"	1156	"Private"	"Craft repair"	0	0	40
"1267"	1158	"Private"	"Prof specialty"	0	0	40
"1268"	1159	"Private"	"Adm clerical"	0	0	40
"1269"	1160	"Private"	"Machine op inspct"	0	0	40
"1270"	1161	"Private"	"Craft repair"	0	0	40
"1271"	1162	"Private"	"Handlers cleaners"	0	0	40
"1272"	1167	"Private"	"Exec managerial"	0	0	40
"1273"	1168	"Private"	"Adm clerical"	0	0	40
"1274"	1169	"Private"	"Handlers cleaners"	0	0	40
"1275"	1173	"Private"	"Other service"	0	0	40
"1276"	1179	"Private"	"Craft repair"	0	0	40
"1277"	1181	"Private"	"Adm clerical"	0	0	40
"1278"	1183	"Self emp inc"	"Prof specialty"	0	0	40
"1279"	1191	NA	NA	0	0	40
"1280"	1192	"Private"	"Protective serv"	0	0	40
"1281"	1194	"Self emp not inc"	"Other service"	0	0	40
"1282"	1199	"Private"	"Craft repair"	0	0	40
"1283"	1201	"Federal gov"	"Adm clerical"	0	0	40
"1284"	1202	"Private"	"Sales"	0	0	40
"1285"	1203	"Private"	"Other service"	0	0	40
"1286"	1205	"Local gov"	"Other service"	0	0	40
"1287"	1208	"Private"	"Machine op inspct"	0	0	40
"1288"	1210	"Private"	"Exec managerial"	0	0	40
"1289"	1211	"Private"	"Tech support"	0	0	40
"1290"	1212	"Private"	"Adm clerical"	0	0	40
"1291"	1213	"Private"	"Machine op inspct"	0	0	40
"1292"	1214	"Private"	"Sales"	0	0	40
"1293"	1215	"Private"	"Machine op inspct"	0	0	40
"1294"	1216	"Private"	"Priv house serv"	0	0	40
"1295"	1219	"Private"	"Prof specialty"	0	0	40
"1296"	1220	"Private"	"Machine op inspct"	0	0	40
"1297"	1221	"Private"	"Adm clerical"	0	0	40
"1298"	1222	"Private"	"Other service"	0	0	40
"1299"	1223	"Private"	"Machine op inspct"	0	0	40
"1300"	1224	"Local gov"	"Other service"	0	0	40
"1301"	1225	"Private"	"Adm clerical"	0	0	40
"1302"	1227	"Private"	"Handlers cleaners"	0	0	40
"1303"	1228	"Private"	"Machine op inspct"	0	0	40
"1304"	1230	"Private"	"Other service"	0	1651	40
"1305"	1231	"Private"	"Craft repair"	2174	0	40
"1306"	1232	"Local gov"	"Handlers cleaners"	0	0	40
"1307"	1239	"Private"	"Farming fishing"	0	0	40
"1308"	1240	"Private"	"Exec managerial"	0	0	40
"1309"	1241	NA	NA	0	0	40
"1310"	1242	"Self emp not inc"	"Exec managerial"	0	0	40
"1311"	1243	"Private"	"Tech support"	0	0	40
"1312"	1244	"Private"	"Other service"	0	0	40
"1313"	1248	"Private"	"Adm clerical"	0	0	40
"1314"	1249	"Private"	"Craft repair"	0	0	40
"1315"	1252	"Private"	"Prof specialty"	0	0	40
"1316"	1253	"Private"	"Exec managerial"	0	0	40
"1317"	1256	"Private"	"Adm clerical"	0	0	40
"1318"	1257	"Private"	"Other service"	0	0	40
"1319"	1258	"Federal gov"	"Craft repair"	0	0	40
"1320"	1259	"Private"	"Craft repair"	0	0	40
"1321"	1262	"Private"	"Adm clerical"	0	0	40
"1322"	1265	"Private"	"Other service"	0	0	40
"1323"	1269	"Private"	"Transport moving"	0	0	40
"1324"	1272	"Private"	"Machine op inspct"	0	0	40
"1325"	1274	"Private"	"Machine op inspct"	0	0	40
"1326"	1277	"Private"	"Machine op inspct"	0	0	40
"1327"	1278	"Private"	"Adm clerical"	0	0	40
"1328"	1280	"Federal gov"	"Adm clerical"	4064	0	40
"1329"	1281	"Private"	"Other service"	0	0	40
"1330"	1284	"Private"	"Sales"	0	0	40
"1331"	1287	"Private"	"Craft repair"	0	0	40
"1332"	1288	"Private"	"Other service"	0	0	40
"1333"	1290	"Private"	"Sales"	0	0	40
"1334"	1294	"Private"	"Exec managerial"	0	0	40
"1335"	1295	"Private"	"Machine op inspct"	0	0	40
"1336"	1297	"Private"	"Handlers cleaners"	0	0	40
"1337"	1298	NA	NA	0	0	40
"1338"	1300	"Private"	"Other service"	0	0	40
"1339"	1301	"Private"	"Machine op inspct"	0	0	40
"1340"	1303	"Private"	"Machine op inspct"	0	0	40
"1341"	1304	"Private"	"Machine op inspct"	0	0	40
"1342"	1305	"Private"	"Machine op inspct"	2885	0	40
"1343"	1306	"Self emp not inc"	"Other service"	0	0	40
"1344"	1307	"Self emp inc"	"Exec managerial"	0	1902	40
"1345"	1313	"Private"	"Craft repair"	0	0	40
"1346"	1315	NA	NA	0	0	40
"1347"	1318	"Self emp not inc"	"Exec managerial"	0	0	40
"1348"	1320	"Private"	"Craft repair"	0	0	40
"1349"	1322	"Federal gov"	"Adm clerical"	0	0	40
"1350"	1323	"Private"	"Craft repair"	0	0	40
"1351"	1324	"Private"	"Prof specialty"	0	0	40
"1352"	1325	"Private"	"Other service"	0	0	40
"1353"	1326	"Federal gov"	"Transport moving"	0	0	40
"1354"	1327	"Local gov"	"Adm clerical"	0	0	40
"1355"	1328	"Private"	"Craft repair"	0	0	40
"1356"	1330	"Private"	"Craft repair"	0	0	40
"1357"	1332	"Private"	"Machine op inspct"	0	0	40
"1358"	1333	"Private"	"Machine op inspct"	0	0	40
"1359"	1335	"Private"	"Transport moving"	5178	0	40
"1360"	1337	"Private"	"Exec managerial"	0	0	40
"1361"	1338	"Private"	"Machine op inspct"	0	0	40
"1362"	1339	"Federal gov"	"Adm clerical"	0	2080	40
"1363"	1340	"Private"	"Craft repair"	0	0	40
"1364"	1341	"Private"	"Craft repair"	0	0	40
"1365"	1343	"Private"	"Protective serv"	0	0	40
"1366"	1344	"Private"	"Exec managerial"	0	0	40
"1367"	1346	"Private"	"Machine op inspct"	0	0	40
"1368"	1347	"Private"	"Handlers cleaners"	0	0	40
"1369"	1349	"Private"	"Adm clerical"	0	0	40
"1370"	1350	"Private"	"Protective serv"	0	0	40
"1371"	1351	"Private"	"Machine op inspct"	0	0	40
"1372"	1352	"Private"	"Exec managerial"	0	0	40
"1373"	1355	"Private"	"Handlers cleaners"	0	0	40
"1374"	1356	"State gov"	"Adm clerical"	0	0	40
"1375"	1359	"Private"	"Sales"	0	0	40
"1376"	1360	"Private"	"Transport moving"	0	0	40
"1377"	1361	"Private"	"Prof specialty"	0	0	40
"1378"	1364	"Private"	"Other service"	0	0	40
"1379"	1365	"Private"	"Craft repair"	0	0	40
"1380"	1366	"Private"	"Adm clerical"	0	0	40
"1381"	1367	"Private"	"Prof specialty"	0	0	40
"1382"	1368	NA	NA	0	0	40
"1383"	1370	"Local gov"	"Other service"	0	0	40
"1384"	1371	"Private"	"Exec managerial"	0	0	40
"1385"	1373	NA	NA	0	0	40
"1386"	1375	"Private"	"Priv house serv"	0	0	40
"1387"	1377	"Private"	"Machine op inspct"	0	0	40
"1388"	1379	"Private"	"Other service"	0	0	40
"1389"	1380	"Private"	"Exec managerial"	0	0	40
"1390"	1381	"Private"	"Machine op inspct"	0	0	40
"1391"	1382	"Private"	"Sales"	0	0	40
"1392"	1384	"Private"	"Farming fishing"	0	0	40
"1393"	1385	NA	NA	0	0	40
"1394"	1388	"Private"	"Handlers cleaners"	0	0	40
"1395"	1389	"Private"	"Craft repair"	0	0	40
"1396"	1390	"Private"	"Machine op inspct"	0	0	40
"1397"	1391	"Private"	"Machine op inspct"	0	0	40
"1398"	1392	NA	NA	0	0	40
"1399"	1393	"Self emp not inc"	"Prof specialty"	0	0	40
"1400"	1394	"Local gov"	"Protective serv"	0	0	40
"1401"	1396	"Private"	"Craft repair"	0	0	40
"1402"	1397	"Private"	"Adm clerical"	0	0	40
"1403"	1399	"Private"	"Craft repair"	0	0	40
"1404"	1400	"Private"	"Craft repair"	0	0	40
"1405"	1402	"Private"	"Other service"	0	0	40
"1406"	1403	"Private"	"Exec managerial"	0	0	40
"1407"	1404	"Private"	"Other service"	0	0	40
"1408"	1413	"Private"	"Handlers cleaners"	0	0	40
"1409"	1415	"Private"	"Craft repair"	0	0	40
"1410"	1417	"Private"	"Handlers cleaners"	0	0	40
"1411"	1418	"Private"	"Protective serv"	0	0	40
"1412"	1419	"Private"	"Farming fishing"	0	0	40
"1413"	1421	"Private"	"Adm clerical"	0	0	40
"1414"	1425	"Private"	"Exec managerial"	0	0	40
"1415"	1430	"Local gov"	"Exec managerial"	0	0	40
"1416"	1431	"Private"	"Machine op inspct"	2174	0	40
"1417"	1433	"Local gov"	"Adm clerical"	0	0	40
"1418"	1434	"Private"	"Transport moving"	0	0	40
"1419"	1435	"Private"	"Other service"	0	0	40
"1420"	1437	"Private"	"Machine op inspct"	0	0	40
"1421"	1440	"Self emp not inc"	"Farming fishing"	0	2457	40
"1422"	1441	"Private"	"Other service"	0	0	40
"1423"	1444	"Private"	"Machine op inspct"	0	0	40
"1424"	1445	"Private"	"Craft repair"	0	0	40
"1425"	1446	"Private"	"Sales"	0	0	40
"1426"	1448	"Private"	"Craft repair"	0	0	40
"1427"	1449	NA	NA	0	0	40
"1428"	1450	"Private"	"Protective serv"	0	0	40
"1429"	1451	"Private"	"Handlers cleaners"	0	0	40
"1430"	1453	"Private"	"Machine op inspct"	0	0	40
"1431"	1454	"Private"	"Farming fishing"	0	0	40
"1432"	1456	"Private"	"Prof specialty"	0	1902	40
"1433"	1458	"Private"	"Prof specialty"	0	0	40
"1434"	1459	"Private"	"Machine op inspct"	0	0	40
"1435"	1460	"Private"	"Prof specialty"	0	625	40
"1436"	1461	"Private"	"Machine op inspct"	0	0	40
"1437"	1462	"Private"	"Other service"	0	0	40
"1438"	1465	"Private"	"Machine op inspct"	0	0	40
"1439"	1466	"Private"	"Other service"	0	0	40
"1440"	1468	"Private"	"Prof specialty"	0	0	40
"1441"	1470	"Private"	"Machine op inspct"	0	0	40
"1442"	1473	NA	NA	0	0	40
"1443"	1474	NA	NA	0	0	40
"1444"	1475	"Private"	"Machine op inspct"	0	0	40
"1445"	1476	"Private"	"Machine op inspct"	0	0	40
"1446"	1482	"Private"	"Machine op inspct"	0	0	40
"1447"	1485	"Private"	"Transport moving"	0	0	40
"1448"	1486	"Private"	"Other service"	0	0	40
"1449"	1488	"Private"	"Priv house serv"	0	0	40
"1450"	1493	"Private"	"Adm clerical"	2202	0	40
"1451"	1496	"Private"	"Other service"	0	0	40
"1452"	1499	"Private"	"Machine op inspct"	0	0	40
"1453"	1504	"Private"	"Craft repair"	0	0	40
"1454"	1506	"Private"	"Other service"	0	0	40
"1455"	1508	"Private"	"Handlers cleaners"	0	1762	40
"1456"	1511	NA	NA	0	0	40
"1457"	1514	"Private"	"Adm clerical"	0	0	40
"1458"	1516	"Private"	"Other service"	0	0	40
"1459"	1517	"Private"	"Craft repair"	0	0	40
"1460"	1518	"Private"	"Adm clerical"	0	0	40
"1461"	1520	"Local gov"	"Adm clerical"	0	0	40
"1462"	1521	"Private"	"Priv house serv"	0	0	40
"1463"	1523	"Private"	"Other service"	0	0	40
"1464"	1525	"Private"	"Prof specialty"	0	0	40
"1465"	1527	NA	NA	0	0	40
"1466"	1528	"Private"	"Sales"	15024	0	40
"1467"	1529	"Private"	"Exec managerial"	0	0	40
"1468"	1530	"Private"	"Sales"	0	0	40
"1469"	1531	"Private"	"Prof specialty"	0	0	40
"1470"	1533	"Private"	"Exec managerial"	0	0	40
"1471"	1534	"Private"	"Craft repair"	0	0	40
"1472"	1536	"Private"	"Handlers cleaners"	0	0	40
"1473"	1544	"Private"	"Sales"	0	0	40
"1474"	1553	"Private"	"Machine op inspct"	0	0	40
"1475"	1554	"Private"	"Other service"	0	0	40
"1476"	1555	"Private"	"Craft repair"	5178	0	40
"1477"	1559	"Private"	"Farming fishing"	0	0	40
"1478"	1561	"Private"	"Other service"	0	0	40
"1479"	1562	NA	NA	0	0	40
"1480"	1565	"Private"	"Machine op inspct"	0	0	40
"1481"	1568	"Private"	"Other service"	0	0	40
"1482"	1569	"Private"	"Machine op inspct"	0	0	40
"1483"	1570	"Private"	"Adm clerical"	0	0	40
"1484"	1571	"Private"	"Machine op inspct"	0	0	40
"1485"	1574	"Private"	"Priv house serv"	0	0	40
"1486"	1577	"Private"	"Adm clerical"	0	1590	40
"1487"	1579	"Private"	"Handlers cleaners"	0	0	40
"1488"	1582	"Private"	"Adm clerical"	0	0	40
"1489"	1585	"Private"	"Machine op inspct"	0	0	40
"1490"	1586	NA	NA	0	0	40
"1491"	1588	"Private"	"Adm clerical"	0	0	40
"1492"	1589	"Private"	"Prof specialty"	0	0	40
"1493"	1590	"Private"	"Craft repair"	0	0	40
"1494"	1591	"Private"	"Sales"	0	0	40
"1495"	1594	"Private"	"Machine op inspct"	0	0	40
"1496"	1595	"Federal gov"	"Adm clerical"	0	0	40
"1497"	1598	"Private"	"Machine op inspct"	0	0	40
"1498"	1600	"Private"	"Other service"	0	0	40
"1499"	1603	"Local gov"	"Prof specialty"	0	0	40
"1500"	1604	"Private"	"Sales"	0	0	40
"1501"	1605	"Private"	"Machine op inspct"	0	0	40
"1502"	1606	"Private"	"Transport moving"	0	0	40
"1503"	1607	"Local gov"	"Protective serv"	0	0	40
"1504"	1613	"Private"	"Machine op inspct"	0	0	40
"1505"	1614	"Private"	"Prof specialty"	0	0	40
"1506"	1615	"Private"	"Machine op inspct"	0	0	40
"1507"	1616	"Private"	"Adm clerical"	0	0	40
"1508"	1621	"Private"	"Handlers cleaners"	0	0	40
"1509"	1622	"Private"	"Other service"	0	0	40
"1510"	1623	"Private"	"Craft repair"	0	0	40
"1511"	1624	"Private"	"Adm clerical"	0	0	40
"1512"	1625	"Local gov"	"Craft repair"	0	1876	40
"1513"	1626	"Private"	"Other service"	0	0	40
"1514"	1627	"Private"	"Priv house serv"	0	0	40
"1515"	1634	"Private"	"Handlers cleaners"	0	1651	40
"1516"	1635	"Private"	"Craft repair"	0	0	40
"1517"	1636	"Local gov"	"Tech support"	0	0	40
"1518"	1638	"Private"	"Craft repair"	0	0	40
"1519"	1639	NA	NA	0	0	40
"1520"	1643	"Private"	"Machine op inspct"	0	2205	40
"1521"	1644	"Private"	"Sales"	0	0	40
"1522"	1645	"Federal gov"	"Adm clerical"	0	0	40
"1523"	1647	"Private"	"Other service"	0	0	40
"1524"	1648	"Private"	"Prof specialty"	0	0	40
"1525"	1653	"Private"	"Craft repair"	0	0	40
"1526"	1654	"Private"	"Other service"	0	0	40
"1527"	1655	"Private"	"Handlers cleaners"	0	0	40
"1528"	1658	"Private"	"Adm clerical"	0	0	40
"1529"	1659	"Private"	"Craft repair"	0	0	40
"1530"	1660	"Private"	"Handlers cleaners"	0	0	40
"1531"	1661	"Private"	"Exec managerial"	0	0	40
"1532"	1663	"Private"	"Other service"	0	0	40
"1533"	1664	"Private"	"Transport moving"	0	0	40
"1534"	1665	NA	NA	0	0	40
"1535"	1667	"Private"	"Other service"	0	0	40
"1536"	1668	"Private"	"Adm clerical"	0	0	40
"1537"	1670	"State gov"	"Adm clerical"	0	0	40
"1538"	1672	"Private"	"Other service"	0	0	40
"1539"	1673	"Private"	"Adm clerical"	0	0	40
"1540"	1674	"Private"	"Other service"	0	0	40
"1541"	1675	"Federal gov"	"Adm clerical"	0	0	40
"1542"	1676	"Private"	"Craft repair"	0	0	40
"1543"	1681	NA	NA	0	0	40
"1544"	1683	"Private"	"Craft repair"	0	0	40
"1545"	1684	"Private"	"Other service"	0	0	40
"1546"	1685	"Private"	"Prof specialty"	0	0	40
"1547"	1687	"Private"	"Prof specialty"	0	0	40
"1548"	1688	NA	NA	0	0	40
"1549"	1690	"Private"	"Exec managerial"	0	0	40
"1550"	1693	"Private"	"Exec managerial"	15024	0	40
"1551"	1699	"Private"	"Craft repair"	0	0	40
"1552"	1702	"Private"	"Prof specialty"	0	0	40
"1553"	1708	"Private"	"Handlers cleaners"	0	0	40
"1554"	1711	"Private"	"Craft repair"	0	0	40
"1555"	1712	"Private"	"Other service"	0	0	40
"1556"	1717	"Private"	"Handlers cleaners"	0	0	40
"1557"	1720	"Private"	"Prof specialty"	0	0	40
"1558"	1721	"Private"	"Adm clerical"	0	0	40
"1559"	1722	"Private"	"Handlers cleaners"	0	0	40
"1560"	1724	"Private"	"Sales"	0	0	40
"1561"	1726	"Private"	"Craft repair"	0	0	40
"1562"	1727	"Private"	"Adm clerical"	0	0	40
"1563"	1728	"Private"	"Craft repair"	0	0	40
"1564"	1729	"Private"	"Other service"	0	0	40
"1565"	1737	"Private"	"Handlers cleaners"	0	0	40
"1566"	1738	"Private"	"Farming fishing"	0	0	40
"1567"	1742	"Federal gov"	"Adm clerical"	0	0	40
"1568"	1744	"Private"	"Craft repair"	0	0	40
"1569"	1745	"Private"	"Craft repair"	0	0	40
"1570"	1747	"Private"	"Transport moving"	0	0	40
"1571"	1750	"Private"	"Tech support"	0	0	40
"1572"	1751	"Self emp not inc"	"Farming fishing"	4508	0	40
"1573"	1755	"Self emp not inc"	"Craft repair"	0	0	40
"1574"	1757	"Private"	"Other service"	0	0	40
"1575"	1760	"Private"	"Farming fishing"	0	0	40
"1576"	1762	"Private"	"Other service"	0	0	40
"1577"	1764	"Local gov"	"Protective serv"	0	0	40
"1578"	1769	"Self emp not inc"	"Craft repair"	0	0	40
"1579"	1772	"Private"	"Machine op inspct"	0	0	40
"1580"	1773	"Private"	"Machine op inspct"	0	0	40
"1581"	1774	"Private"	"Craft repair"	0	0	40
"1582"	1775	"Private"	"Craft repair"	0	0	40
"1583"	1778	"Private"	"Adm clerical"	0	0	40
"1584"	1779	"Private"	"Sales"	0	0	40
"1585"	1780	"Private"	"Craft repair"	0	0	40
"1586"	1783	"Private"	"Other service"	0	0	40
"1587"	1785	"Private"	"Prof specialty"	0	0	40
"1588"	1787	"Private"	"Prof specialty"	0	0	40
"1589"	1788	"Private"	"Transport moving"	0	0	40
"1590"	1790	"Private"	"Machine op inspct"	0	0	40
"1591"	1791	"Private"	"Other service"	0	0	40
"1592"	1798	"Private"	"Craft repair"	0	0	40
"1593"	1799	NA	NA	0	1602	40
"1594"	1800	"Private"	"Handlers cleaners"	0	0	40
"1595"	1801	"Private"	"Machine op inspct"	0	0	40
"1596"	1802	"Local gov"	"Sales"	7298	0	40
