"id"	"age"	"gender"	"education"	"marital_status"	"relationship"	"ethnicity"
"1328"	1704	35	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"1329"	1773	35	"Male"	"HS to grad"	"Never married"	"Not in family"	"Asian Pac Islander"
"1330"	1785	35	"Female"	"Masters"	"Never married"	"Not in family"	"Asian Pac Islander"
"1331"	1802	35	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1332"	1812	35	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"1333"	1832	35	"Male"	"Prof to school"	"Never married"	"Not in family"	"Asian Pac Islander"
"1334"	1902	35	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"1335"	1974	35	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1336"	1991	35	"Female"	"Bachelors"	"Never married"	"Not in family"	"Asian Pac Islander"
"1337"	1995	35	"Male"	"Doctorate"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1338"	2090	35	"Male"	"Assoc to acdm"	"Married civ spouse"	"Husband"	"White"
"1339"	2102	35	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1340"	2111	35	"Male"	"Masters"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1341"	2160	35	"Male"	"10th"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1342"	2177	35	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1343"	2189	35	"Male"	"Some to college"	"Never married"	"Not in family"	"White"
"1344"	2282	35	"Male"	"Bachelors"	"Never married"	"Own child"	"Asian Pac Islander"
"1345"	2341	35	"Male"	"HS to grad"	"Never married"	"Other relative"	"White"
"1346"	2363	35	"Male"	"Assoc to acdm"	"Never married"	"Not in family"	"Black"
"1347"	2388	35	"Female"	"5th to 6th"	"Married civ spouse"	"Wife"	"White"
"1348"	2417	35	"Male"	"HS to grad"	"Never married"	"Not in family"	"Other"
"1349"	2449	35	"Male"	"Assoc to voc"	"Married civ spouse"	"Husband"	"Black"
"1350"	2576	35	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1351"	2660	35	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"White"
"1352"	18	36	"Female"	"Some to college"	"Divorced"	"Unmarried"	"White"
"1353"	61	36	"Female"	"Bachelors"	"Divorced"	"Unmarried"	"White"
"1354"	121	36	"Female"	"Assoc to acdm"	"Married civ spouse"	"Wife"	"Black"
"1355"	181	36	"Male"	"Masters"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1356"	235	36	"Male"	"Bachelors"	"Never married"	"Not in family"	"White"
"1357"	265	36	"Male"	"5th to 6th"	"Married spouse absent"	"Other relative"	"White"
"1358"	292	36	"Male"	"Masters"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1359"	301	36	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1360"	326	36	"Female"	"HS to grad"	"Married civ spouse"	"Wife"	"Asian Pac Islander"
"1361"	333	36	"Female"	"Bachelors"	"Married civ spouse"	"Wife"	"White"
"1362"	350	36	"Male"	"Doctorate"	"Married civ spouse"	"Husband"	"White"
"1363"	545	36	"Male"	"Assoc to acdm"	"Never married"	"Not in family"	"White"
"1364"	577	36	"Male"	"Some to college"	"Never married"	"Not in family"	"Asian Pac Islander"
"1365"	601	36	"Female"	"Bachelors"	"Married civ spouse"	"Wife"	"White"
"1366"	628	36	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"1367"	698	36	"Male"	"Prof to school"	"Never married"	"Not in family"	"Other"
"1368"	734	36	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Black"
"1369"	744	36	"Female"	"HS to grad"	"Separated"	"Own child"	"Asian Pac Islander"
"1370"	781	36	"Female"	"Assoc to acdm"	"Never married"	"Unmarried"	"Black"
"1371"	934	36	"Male"	"HS to grad"	"Separated"	"Other relative"	"White"
"1372"	943	36	"Female"	"Doctorate"	"Separated"	"Unmarried"	"White"
"1373"	974	36	"Female"	"Some to college"	"Divorced"	"Unmarried"	"White"
"1374"	991	36	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1375"	1102	36	"Female"	"HS to grad"	"Never married"	"Other relative"	"White"
"1376"	1190	36	"Female"	"Bachelors"	"Never married"	"Not in family"	"White"
"1377"	1243	36	"Female"	"Masters"	"Widowed"	"Unmarried"	"Asian Pac Islander"
"1378"	1327	36	"Female"	"HS to grad"	"Married civ spouse"	"Wife"	"Asian Pac Islander"
"1379"	1366	36	"Male"	"HS to grad"	"Separated"	"Not in family"	"White"
"1380"	1408	36	"Male"	"Assoc to voc"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1381"	1427	36	"Female"	"Bachelors"	"Divorced"	"Unmarried"	"White"
"1382"	1495	36	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"1383"	1527	36	"Female"	"9th"	"Divorced"	"Unmarried"	"White"
"1384"	1546	36	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"1385"	1556	36	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1386"	1572	36	"Female"	"5th to 6th"	"Separated"	"Unmarried"	"Other"
"1387"	1580	36	"Female"	"1st to 4th"	"Widowed"	"Other relative"	"White"
"1388"	1632	36	"Female"	"Bachelors"	"Married civ spouse"	"Wife"	"Asian Pac Islander"
"1389"	1701	36	"Male"	"10th"	"Married civ spouse"	"Husband"	"White"
"1390"	1705	36	"Female"	"Bachelors"	"Married civ spouse"	"Wife"	"White"
"1391"	1805	36	"Female"	"Prof to school"	"Divorced"	"Own child"	"Asian Pac Islander"
"1392"	1841	36	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"1393"	1855	36	"Female"	"7th to 8th"	"Married spouse absent"	"Unmarried"	"White"
"1394"	1863	36	"Male"	"9th"	"Married civ spouse"	"Husband"	"White"
"1395"	1876	36	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1396"	1910	36	"Female"	"Bachelors"	"Divorced"	"Other relative"	"Asian Pac Islander"
"1397"	1980	36	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"1398"	2038	36	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"White"
"1399"	2047	36	"Female"	"Assoc to voc"	"Married spouse absent"	"Own child"	"White"
"1400"	2076	36	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"1401"	2104	36	"Male"	"Masters"	"Married civ spouse"	"Husband"	"Other"
"1402"	2114	36	"Female"	"Assoc to acdm"	"Divorced"	"Unmarried"	"Asian Pac Islander"
"1403"	2120	36	"Female"	"12th"	"Separated"	"Unmarried"	"White"
"1404"	2170	36	"Male"	"Masters"	"Married civ spouse"	"Husband"	"White"
"1405"	2173	36	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1406"	2191	36	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"1407"	2228	36	"Female"	"Bachelors"	"Never married"	"Not in family"	"Asian Pac Islander"
"1408"	2234	36	"Female"	"1st to 4th"	"Never married"	"Other relative"	"Other"
"1409"	2260	36	"Female"	"HS to grad"	"Married civ spouse"	"Wife"	"Asian Pac Islander"
"1410"	2276	36	"Male"	"5th to 6th"	"Married spouse absent"	"Other relative"	"White"
"1411"	2299	36	"Male"	"1st to 4th"	"Never married"	"Not in family"	"White"
"1412"	2308	36	"Male"	"Some to college"	"Divorced"	"Unmarried"	"White"
"1413"	2343	36	"Male"	"Preschool"	"Never married"	"Not in family"	"Black"
"1414"	2345	36	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"1415"	2395	36	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"1416"	2456	36	"Male"	"HS to grad"	"Never married"	"Not in family"	"Asian Pac Islander"
"1417"	2497	36	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"1418"	2509	36	"Female"	"HS to grad"	"Married civ spouse"	"Wife"	"Asian Pac Islander"
"1419"	2523	36	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"1420"	2553	36	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"1421"	2598	36	"Male"	"1st to 4th"	"Married civ spouse"	"Husband"	"White"
"1422"	2639	36	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"1423"	2700	36	"Male"	"Preschool"	"Divorced"	"Not in family"	"Other"
"1424"	26	37	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1425"	56	37	"Male"	"Assoc to voc"	"Married civ spouse"	"Husband"	"White"
"1426"	66	37	"Male"	"5th to 6th"	"Separated"	"Not in family"	"White"
"1427"	120	37	"Female"	"HS to grad"	"Never married"	"Own child"	"Asian Pac Islander"
"1428"	124	37	"Male"	"1st to 4th"	"Married civ spouse"	"Husband"	"White"
"1429"	184	37	"Male"	"9th"	"Married civ spouse"	"Husband"	"White"
"1430"	210	37	"Female"	"Some to college"	"Separated"	"Own child"	"White"
"1431"	275	37	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"1432"	320	37	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1433"	328	37	"Female"	"HS to grad"	"Divorced"	"Other relative"	"White"
"1434"	346	37	"Male"	"1st to 4th"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1435"	395	37	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1436"	419	37	"Male"	"10th"	"Married civ spouse"	"Husband"	"White"
"1437"	493	37	"Male"	"1st to 4th"	"Married civ spouse"	"Husband"	"White"
"1438"	509	37	"Male"	"HS to grad"	"Married spouse absent"	"Unmarried"	"Other"
"1439"	534	37	"Female"	"9th"	"Separated"	"Unmarried"	"White"
"1440"	542	37	"Female"	"Bachelors"	"Separated"	"Unmarried"	"Asian Pac Islander"
"1441"	612	37	"Male"	"Some to college"	"Never married"	"Own child"	"White"
"1442"	660	37	"Male"	"Assoc to voc"	"Married civ spouse"	"Husband"	"White"
"1443"	666	37	"Male"	"Some to college"	"Divorced"	"Unmarried"	"White"
"1444"	724	37	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"1445"	757	37	"Male"	"HS to grad"	"Divorced"	"Other relative"	"White"
"1446"	758	37	"Female"	"Some to college"	"Divorced"	"Not in family"	"Asian Pac Islander"
"1447"	763	37	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Other"
"1448"	768	37	"Male"	"Masters"	"Married civ spouse"	"Husband"	"White"
"1449"	782	37	"Male"	"Masters"	"Never married"	"Unmarried"	"Asian Pac Islander"
"1450"	808	37	"Female"	"HS to grad"	"Never married"	"Unmarried"	"White"
"1451"	817	37	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"1452"	835	37	"Male"	"Assoc to acdm"	"Married civ spouse"	"Husband"	"White"
"1453"	857	37	"Male"	"1st to 4th"	"Married civ spouse"	"Husband"	"White"
"1454"	966	37	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"1455"	990	37	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1456"	1082	37	"Male"	"Prof to school"	"Married civ spouse"	"Husband"	"White"
"1457"	1111	37	"Male"	"Bachelors"	"Separated"	"Not in family"	"Asian Pac Islander"
"1458"	1113	37	"Female"	"HS to grad"	"Divorced"	"Unmarried"	"White"
"1459"	1152	37	"Male"	"HS to grad"	"Separated"	"Unmarried"	"White"
"1460"	1166	37	"Male"	"Doctorate"	"Married civ spouse"	"Husband"	"White"
"1461"	1196	37	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"1462"	1218	37	"Female"	"HS to grad"	"Divorced"	"Not in family"	"Asian Pac Islander"
"1463"	1237	37	"Female"	"HS to grad"	"Married civ spouse"	"Wife"	"Asian Pac Islander"
"1464"	1337	37	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1465"	1393	37	"Male"	"Prof to school"	"Married civ spouse"	"Husband"	"White"
"1466"	1410	37	"Male"	"Masters"	"Married civ spouse"	"Husband"	"White"
"1467"	1444	37	"Male"	"10th"	"Married civ spouse"	"Husband"	"White"
"1468"	1545	37	"Male"	"HS to grad"	"Never married"	"Not in family"	"White"
"1469"	1560	37	"Female"	"9th"	"Never married"	"Not in family"	"White"
"1470"	1582	37	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"Black"
"1471"	1624	37	"Female"	"HS to grad"	"Divorced"	"Unmarried"	"White"
"1472"	1677	37	"Male"	"Masters"	"Separated"	"Not in family"	"White"
"1473"	1696	37	"Female"	"Some to college"	"Never married"	"Unmarried"	"White"
"1474"	1699	37	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1475"	1700	37	"Male"	"1st to 4th"	"Married spouse absent"	"Other relative"	"White"
"1476"	1733	37	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"1477"	1919	37	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"1478"	1930	37	"Male"	"Assoc to acdm"	"Married civ spouse"	"Husband"	"White"
"1479"	1976	37	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1480"	2002	37	"Female"	"HS to grad"	"Divorced"	"Unmarried"	"White"
"1481"	2022	37	"Male"	"11th"	"Married spouse absent"	"Other relative"	"White"
"1482"	2040	37	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"1483"	2157	37	"Female"	"5th to 6th"	"Separated"	"Unmarried"	"White"
"1484"	2202	37	"Female"	"5th to 6th"	"Never married"	"Unmarried"	"White"
"1485"	2206	37	"Female"	"1st to 4th"	"Never married"	"Unmarried"	"White"
"1486"	2210	37	"Female"	"5th to 6th"	"Never married"	"Other relative"	"White"
"1487"	2235	37	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"1488"	2394	37	"Male"	"HS to grad"	"Never married"	"Not in family"	"Asian Pac Islander"
"1489"	2403	37	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"1490"	2410	37	"Male"	"Some to college"	"Never married"	"Other relative"	"Asian Pac Islander"
"1491"	2458	37	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"1492"	2531	37	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"Black"
"1493"	2558	37	"Male"	"1st to 4th"	"Married civ spouse"	"Husband"	"White"
"1494"	2642	37	"Female"	"HS to grad"	"Divorced"	"Not in family"	"Asian Pac Islander"
"1495"	2686	37	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"1496"	14	38	"Male"	"Masters"	"Married civ spouse"	"Husband"	"White"
"1497"	22	38	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"1498"	83	38	"Male"	"Some to college"	"Divorced"	"Not in family"	"White"
"1499"	170	38	"Male"	"Bachelors"	"Never married"	"Unmarried"	"Asian Pac Islander"
"1500"	209	38	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"1501"	239	38	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"1502"	271	38	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"1503"	430	38	"Male"	"Some to college"	"Divorced"	"Own child"	"White"
"1504"	436	38	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"1505"	501	38	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1506"	583	38	"Female"	"Bachelors"	"Never married"	"Unmarried"	"White"
"1507"	602	38	"Male"	"9th"	"Married civ spouse"	"Husband"	"White"
"1508"	623	38	"Male"	"Doctorate"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1509"	640	38	"Female"	"7th to 8th"	"Married civ spouse"	"Wife"	"White"
"1510"	662	38	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1511"	718	38	"Male"	"1st to 4th"	"Married civ spouse"	"Husband"	"White"
"1512"	733	38	"Male"	"Assoc to voc"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1513"	774	38	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1514"	809	38	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1515"	918	38	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1516"	932	38	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"1517"	950	38	"Female"	"Bachelors"	"Divorced"	"Unmarried"	"Asian Pac Islander"
"1518"	984	38	"Female"	"Assoc to voc"	"Never married"	"Not in family"	"White"
"1519"	996	38	"Male"	"Bachelors"	"Married spouse absent"	"Not in family"	"Other"
"1520"	1232	38	"Male"	"5th to 6th"	"Married civ spouse"	"Other relative"	"White"
"1521"	1325	38	"Male"	"Assoc to acdm"	"Married civ spouse"	"Husband"	"White"
"1522"	1330	38	"Male"	"Bachelors"	"Married spouse absent"	"Not in family"	"Black"
"1523"	1394	38	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1524"	1396	38	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1525"	1446	38	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"1526"	1455	38	"Female"	"Prof to school"	"Never married"	"Not in family"	"Asian Pac Islander"
"1527"	1507	38	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"White"
"1528"	1519	38	"Female"	"Masters"	"Never married"	"Not in family"	"White"
"1529"	1598	38	"Female"	"10th"	"Divorced"	"Not in family"	"Asian Pac Islander"
"1530"	1625	38	"Male"	"HS to grad"	"Never married"	"Not in family"	"White"
"1531"	1648	38	"Female"	"Some to college"	"Separated"	"Unmarried"	"White"
"1532"	1725	38	"Female"	"9th"	"Married civ spouse"	"Wife"	"Black"
"1533"	1788	38	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Other"
"1534"	1803	38	"Male"	"11th"	"Married civ spouse"	"Husband"	"White"
"1535"	1806	38	"Female"	"HS to grad"	"Married civ spouse"	"Wife"	"White"
"1536"	1811	38	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"White"
"1537"	1849	38	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"White"
"1538"	1869	38	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"1539"	1916	38	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"1540"	2072	38	"Male"	"11th"	"Married spouse absent"	"Own child"	"White"
"1541"	2089	38	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"1542"	2109	38	"Male"	"9th"	"Married spouse absent"	"Not in family"	"White"
"1543"	2135	38	"Male"	"Some to college"	"Separated"	"Not in family"	"Asian Pac Islander"
"1544"	2138	38	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"1545"	2146	38	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"1546"	2151	38	"Female"	"Some to college"	"Divorced"	"Unmarried"	"White"
"1547"	2153	38	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"1548"	2212	38	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"1549"	2310	38	"Male"	"Assoc to acdm"	"Married civ spouse"	"Husband"	"White"
"1550"	2324	38	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"1551"	2422	38	"Male"	"Masters"	"Married civ spouse"	"Husband"	"White"
"1552"	2487	38	"Male"	"9th"	"Married civ spouse"	"Husband"	"White"
"1553"	2493	38	"Female"	"Some to college"	"Married civ spouse"	"Wife"	"Black"
"1554"	2498	38	"Male"	"Masters"	"Divorced"	"Not in family"	"Black"
"1555"	2551	38	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"1556"	2608	38	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1557"	2614	38	"Female"	"Some to college"	"Widowed"	"Other relative"	"Black"
"1558"	2628	38	"Male"	"1st to 4th"	"Married spouse absent"	"Not in family"	"White"
"1559"	88	39	"Male"	"9th"	"Married civ spouse"	"Husband"	"White"
"1560"	122	39	"Male"	"11th"	"Married civ spouse"	"Husband"	"White"
"1561"	142	39	"Male"	"1st to 4th"	"Married civ spouse"	"Husband"	"White"
"1562"	150	39	"Male"	"Masters"	"Married civ spouse"	"Husband"	"White"
"1563"	193	39	"Female"	"HS to grad"	"Married civ spouse"	"Wife"	"Black"
"1564"	287	39	"Female"	"Preschool"	"Widowed"	"Not in family"	"White"
"1565"	297	39	"Male"	"Assoc to acdm"	"Married civ spouse"	"Husband"	"White"
"1566"	324	39	"Female"	"Bachelors"	"Married civ spouse"	"Wife"	"White"
"1567"	431	39	"Male"	"Masters"	"Married civ spouse"	"Husband"	"White"
"1568"	530	39	"Female"	"Some to college"	"Married civ spouse"	"Wife"	"White"
"1569"	609	39	"Male"	"Bachelors"	"Divorced"	"Not in family"	"White"
"1570"	685	39	"Female"	"HS to grad"	"Never married"	"Not in family"	"White"
"1571"	716	39	"Female"	"Some to college"	"Divorced"	"Not in family"	"White"
"1572"	828	39	"Male"	"Bachelors"	"Never married"	"Own child"	"White"
"1573"	853	39	"Male"	"Masters"	"Never married"	"Not in family"	"Asian Pac Islander"
"1574"	892	39	"Female"	"5th to 6th"	"Separated"	"Unmarried"	"Black"
"1575"	967	39	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"1576"	1030	39	"Female"	"Bachelors"	"Married civ spouse"	"Wife"	"White"
"1577"	1045	39	"Male"	"12th"	"Married civ spouse"	"Husband"	"White"
"1578"	1069	39	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1579"	1180	39	"Female"	"11th"	"Never married"	"Unmarried"	"White"
"1580"	1217	39	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"1581"	1240	39	"Female"	"Some to college"	"Divorced"	"Unmarried"	"White"
"1582"	1252	39	"Female"	"Bachelors"	"Separated"	"Unmarried"	"Asian Pac Islander"
"1583"	1382	39	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"1584"	1409	39	"Female"	"Bachelors"	"Widowed"	"Unmarried"	"White"
"1585"	1489	39	"Female"	"Assoc to acdm"	"Divorced"	"Unmarried"	"Black"
"1586"	1512	39	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"1587"	1542	39	"Male"	"9th"	"Separated"	"Own child"	"White"
"1588"	1587	39	"Female"	"10th"	"Never married"	"Unmarried"	"White"
"1589"	1591	39	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"1590"	1620	39	"Male"	"Bachelors"	"Never married"	"Own child"	"Asian Pac Islander"
"1591"	1644	39	"Female"	"Some to college"	"Married civ spouse"	"Wife"	"Asian Pac Islander"
"1592"	1667	39	"Female"	"Assoc to voc"	"Divorced"	"Not in family"	"Amer Indian Eskimo"
"1593"	1684	39	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"1594"	1698	39	"Male"	"Prof to school"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1595"	1732	39	"Female"	"Bachelors"	"Widowed"	"Unmarried"	"Asian Pac Islander"
"1596"	1758	39	"Male"	"9th"	"Married civ spouse"	"Husband"	"White"
"1597"	1765	39	"Female"	"HS to grad"	"Married spouse absent"	"Unmarried"	"Black"
"1598"	1791	39	"Female"	"5th to 6th"	"Married spouse absent"	"Unmarried"	"Asian Pac Islander"
"1599"	1820	39	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1600"	1857	39	"Male"	"Bachelors"	"Divorced"	"Not in family"	"Asian Pac Islander"
"1601"	1875	39	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"1602"	1927	39	"Female"	"Bachelors"	"Divorced"	"Not in family"	"Asian Pac Islander"
"1603"	1944	39	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Black"
"1604"	1987	39	"Female"	"7th to 8th"	"Married spouse absent"	"Unmarried"	"Other"
"1605"	1989	39	"Female"	"Masters"	"Never married"	"Not in family"	"White"
"1606"	2012	39	"Male"	"Masters"	"Divorced"	"Not in family"	"Asian Pac Islander"
"1607"	2024	39	"Male"	"Assoc to voc"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1608"	2055	39	"Male"	"Some to college"	"Never married"	"Other relative"	"Asian Pac Islander"
"1609"	2106	39	"Male"	"Masters"	"Divorced"	"Not in family"	"Black"
"1610"	2272	39	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1611"	2280	39	"Male"	"Assoc to acdm"	"Married civ spouse"	"Husband"	"White"
"1612"	2346	39	"Female"	"HS to grad"	"Divorced"	"Not in family"	"Other"
"1613"	2522	39	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1614"	2566	39	"Male"	"9th"	"Married civ spouse"	"Other relative"	"White"
"1615"	2568	39	"Male"	"7th to 8th"	"Never married"	"Own child"	"White"
"1616"	2604	39	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1617"	2624	39	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1618"	2632	39	"Male"	"Masters"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1619"	2696	39	"Female"	"HS to grad"	"Separated"	"Not in family"	"White"
"1620"	2699	39	"Female"	"Bachelors"	"Married civ spouse"	"Wife"	"Asian Pac Islander"
"1621"	19	40	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"White"
"1622"	60	40	"Male"	"12th"	"Married civ spouse"	"Husband"	"Black"
"1623"	110	40	"Male"	"Some to college"	"Divorced"	"Other relative"	"White"
"1624"	148	40	"Male"	"Bachelors"	"Married spouse absent"	"Not in family"	"Asian Pac Islander"
"1625"	197	40	"Female"	"9th"	"Never married"	"Unmarried"	"Black"
"1626"	198	40	"Female"	"1st to 4th"	"Married spouse absent"	"Unmarried"	"White"
"1627"	218	40	"Male"	"HS to grad"	"Divorced"	"Not in family"	"White"
"1628"	231	40	"Male"	"HS to grad"	"Never married"	"Not in family"	"White"
"1629"	281	40	"Male"	"Prof to school"	"Married civ spouse"	"Husband"	"White"
"1630"	316	40	"Male"	"HS to grad"	"Never married"	"Own child"	"White"
"1631"	392	40	"Female"	"HS to grad"	"Divorced"	"Unmarried"	"White"
"1632"	402	40	"Male"	"Masters"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1633"	437	40	"Male"	"Doctorate"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1634"	512	40	"Female"	"Bachelors"	"Never married"	"Not in family"	"Asian Pac Islander"
"1635"	525	40	"Female"	"Masters"	"Married civ spouse"	"Wife"	"White"
"1636"	565	40	"Male"	"12th"	"Married civ spouse"	"Husband"	"Black"
"1637"	683	40	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1638"	807	40	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"1639"	903	40	"Female"	"Bachelors"	"Married civ spouse"	"Wife"	"White"
"1640"	982	40	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"Other"
"1641"	993	40	"Male"	"HS to grad"	"Married spouse absent"	"Not in family"	"White"
"1642"	1054	40	"Female"	"9th"	"Married civ spouse"	"Wife"	"White"
"1643"	1057	40	"Female"	"Prof to school"	"Never married"	"Not in family"	"White"
